Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
2015-11;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
2016-05;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2016-09;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
2016-11;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2016-12;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2017-01;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2018-05;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-09;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-01;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2019-03;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-05;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2019-08;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2017-10;Karton;;Strassensammlung;A;;;3160.0;3.16
2017-11;Papier;;Strassensammlung;L;;;19100.0;19.1
2017-11;Papier;;Strassensammlung;I;;;13810.0;13.81
2017-11;Papier;;Strassensammlung;H;;;8300.0;8.3
2017-11;Papier;;Strassensammlung;B;;;10370.0;10.37
2017-12;Karton;;Strassensammlung;F;;;8750.0;8.75
2017-12;Papier;;Strassensammlung;I;;;3500.0;3.5
2017-12;Papier;;Strassensammlung;A;;;4700.0;4.7
2018-01;Karton;;Strassensammlung;E;;;11450.0;11.45
2018-02;Papier;;Strassensammlung;B;;;18140.0;18.14
2018-02;Papier;;Strassensammlung;G;;;5220.0;5.22
2018-02;Papier;;Strassensammlung;A;;;5900.0;5.9
2018-02;Karton;;Strassensammlung;H;;;2800.0;2.8
2018-03;Papier;;Strassensammlung;D;;;17170.0;17.17
2018-05;Karton;;Strassensammlung;L;;;14910.0;14.91
2018-05;Papier;;Strassensammlung;E;;;25600.0;25.6
2018-06;Papier;;Strassensammlung;L;;;16220.0;16.22
2018-06;Karton;;Strassensammlung;A;;;3740.0;3.74
2018-07;Papier;;Strassensammlung;D;;;13410.0;13.41
2018-08;Karton;;Strassensammlung;L;;;12630.0;12.63
2018-08;Papier;;Strassensammlung;K;;;12930.0;12.93
2018-10;Papier;;Strassensammlung;C;;;10670.0;10.67
2018-10;Papier;;Strassensammlung;A;;;11930.0;11.93
2018-10;Papier;;Strassensammlung;G;;;5000.0;5.0
2018-10;Papier;;Strassensammlung;D;;;8080.0;8.08
2018-10;Papier;;Strassensammlung;B;;;8900.0;8.9
2018-11;Karton;;Strassensammlung;I;;;3530.0;3.53
2018-11;Papier;;Strassensammlung;C;;;6940.0;6.94
2018-12;Papier;;Strassensammlung;H;;;8100.0;8.1
2018-12;Karton;;Strassensammlung;G;;;4830.0;4.83
2018-12;Papier;;Strassensammlung;G;;;12730.0;12.73
2019-01;Papier;;Strassensammlung;E;;;8030.0;8.03
2019-01;Papier;;Strassensammlung;H;;;7330.0;7.33
2019-02;Papier;;Strassensammlung;I;;;11780.0;11.78
2019-03;Karton;;Strassensammlung;E;;;10100.0;10.1
2019-03;Karton;;Strassensammlung;L;;;13960.0;13.96
2019-03;Papier;;Strassensammlung;K;;;13610.0;13.61
2019-04;Papier;;Strassensammlung;A;;;5520.0;5.52
2019-04;Karton;;Strassensammlung;F;;;8140.0;8.14
2019-05;Papier;;Strassensammlung;C;;;11010.0;11.01
2019-05;Papier;;Strassensammlung;I;;;10130.0;10.13
2019-06;Papier;;Strassensammlung;C;;;5630.0;5.63
2019-07;Papier;;Strassensammlung;F;;;9640.0;9.64
2019-07;Papier;;Strassensammlung;D;;;6430.0;6.43
2022-02;Grüngut;;Strassensammlung;;;;113020.0;113.02
2022-01;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;367.0;0.367
2022-01;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2022-01;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;27.0;0.027
2022-02;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;483.0;0.483
2022-02;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2022-01;Glas;Grünglas;Annahmestelle;;Sammelstellen;;117070.0;117.07
2022-02;Dosen;;Annahmestelle;;Sammelstellen;;15520.0;15.52
2022-01;Karton;;Strassensammlung;;;;2290.0;2.29
2022-01;Karton;;Strassensammlung;;;;900.0;0.9
2022-01;Karton;;Strassensammlung;;;;3180.0;3.18
2022-01;Karton;;Strassensammlung;;;;5490.0;5.49
2022-01;Papier;;Strassensammlung;;;;8970.0;8.97
2022-01;Karton;;Strassensammlung;;;;3350.0;3.35
2022-01;Karton;;Strassensammlung;;;;1570.0;1.57
2022-01;Papier;;Annahmestelle;;RE West;;3670.0;3.67
2022-01;Karton;;Annahmestelle;;RE West;;2120.0;2.12
2022-01;Karton;;Annahmestelle;;RE West;;1220.0;1.22
2022-01;Papier;;Annahmestelle;;RE West;;3140.0;3.14
2022-01;Karton;;Annahmestelle;;RE West;;1110.0;1.11
2022-01;Karton;;Annahmestelle;;RE West;;1390.0;1.39
2022-01;Altmetall;;Annahmestelle;;Werkhof Waldau;;5150.0;5.15
2022-01;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;170.0;0.17
2022-02;Karton;;Strassensammlung;;;;3990.0;3.99
2022-02;Papier;;Strassensammlung;;;;9310.0;9.31
2022-02;Papier;;Strassensammlung;;;;8890.0;8.89
2022-02;Papier;;Strassensammlung;;;;7100.0;7.1
2022-02;Papier;;Strassensammlung;;;;5900.0;5.9
2022-02;Papier;;Strassensammlung;;;;7460.0;7.46
2022-02;Papier;;Strassensammlung;;;;8350.0;8.35
2022-02;Karton;;Annahmestelle;;RE Ost;;4340.0;4.34
2022-02;Karton;;Annahmestelle;;RE Ost;;4450.0;4.45
2022-02;Karton;;Annahmestelle;;RE Ost;;3110.0;3.11
2022-02;Karton;;Annahmestelle;;RE West;;1370.0;1.37
2022-02;Karton;;Annahmestelle;;RE West;;1330.0;1.33
2022-02;Karton;;Annahmestelle;;RE West;;1130.0;1.13
2022-03;Kehricht;;;;;;1354260.0;1354.26
2022-03;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;190.0;0.19
2022-03;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;180.0;0.18
2022-03;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;210.0;0.21
2022-03;Altmetall;;Annahmestelle;;Werkhof Waldau;;3780.0;3.78
2022-03;Altmetall;;Annahmestelle;;Werkhof Waldau;;4530.0;4.53
2022-03;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;382.0;0.382
2022-03;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;69.0;0.069
2022-03;Papier;;Strassensammlung;;;;7710.0;7.71
2022-03;Karton;;Strassensammlung;;;;3740.0;3.74
2022-03;Karton;;Strassensammlung;;;;1700.0;1.7
2022-03;Karton;;Strassensammlung;;;;3900.0;3.9
2022-03;Papier;;Strassensammlung;;;;8950.0;8.95
2022-03;Karton;;Strassensammlung;;;;3580.0;3.58
2022-03;Karton;;Annahmestelle;;RE Ost;;3900.0;3.9
2022-03;Papier;;Annahmestelle;;RE Ost;;10560.0;10.56
2022-03;Karton;;Annahmestelle;;RE Ost;;3360.0;3.36
2022-03;Karton;;Annahmestelle;;RE Ost;;3100.0;3.1
2022-03;Karton;;Annahmestelle;;RE West;;1390.0;1.39
2022-03;Karton;;Annahmestelle;;RE West;;1220.0;1.22
2022-03;Karton;;Annahmestelle;;RE West;;630.0;0.63
2022-03;Papier;;Annahmestelle;;RE West;;3220.0;3.22
2022-03;Karton;;Annahmestelle;;RE West;;1080.0;1.08
2022-03;Karton;;Annahmestelle;;RE West;;1210.0;1.21
2022-04;Glas;Grünglas;Annahmestelle;;Sammelstellen;;88790.0;88.79
2022-04;Altmetall;;Annahmestelle;;Werkhof Waldau;;3600.0;3.6
2022-04;Papier;;Strassensammlung;;;;5260.0;5.26
2022-04;Papier;;Strassensammlung;;;;6710.0;6.71
2022-04;Papier;;Strassensammlung;;;;1900.0;1.9
2022-04;Karton;;Strassensammlung;;;;4070.0;4.07
2022-04;Karton;;Strassensammlung;;;;2880.0;2.88
2022-04;Papier;;Strassensammlung;;;;9330.0;9.33
2022-04;Karton;;Annahmestelle;;RE Ost;;4760.0;4.76
2022-04;Karton;;Annahmestelle;;RE Ost;;3520.0;3.52
2022-04;Karton;;Annahmestelle;;RE Ost;;4590.0;4.59
2022-04;Karton;;Annahmestelle;;RE Ost;;3260.0;3.26
2022-04;Karton;;Annahmestelle;;RE West;;1420.0;1.42
2022-04;Karton;;Annahmestelle;;RE West;;1580.0;1.58
2022-04;Altmetall;;Strassensammlung;;;;1140.0;1.14
2022-04;Altmetall;;Strassensammlung;;;;1530.0;1.53
2022-04;Altmetall;;Strassensammlung;;;;690.0;0.69
2022-04;Altmetall;;Strassensammlung;;;;1440.0;1.44
2022-04;Altmetall;;Strassensammlung;;;;1550.0;1.55
2022-04;Altmetall;;Strassensammlung;;;;1220.0;1.22
2022-04;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2022-05;Altmetall;;Annahmestelle;;Werkhof Waldau;;4620.0;4.62
2022-05;Papier;;Strassensammlung;;;;6760.0;6.76
2022-05;Papier;;Strassensammlung;;;;3530.0;3.53
2022-05;Karton;;Strassensammlung;;;;3620.0;3.62
2022-05;Karton;;Strassensammlung;;;;1300.0;1.3
2022-05;Karton;;Strassensammlung;;;;4560.0;4.56
2022-05;Papier;;Strassensammlung;;;;8950.0;8.95
2022-05;Karton;;Annahmestelle;;RE Ost;;4360.0;4.36
2022-05;Papier;;Annahmestelle;;RE Ost;;11400.0;11.4
2022-05;Papier;;Annahmestelle;;RE Ost;;8720.0;8.72
2022-05;Karton;;Annahmestelle;;RE Ost;;3030.0;3.03
2022-05;Karton;;Annahmestelle;;RE Ost;;2980.0;2.98
2022-05;Karton;;Annahmestelle;;RE West;;1770.0;1.77
2022-05;Karton;;Annahmestelle;;RE West;;1830.0;1.83
2022-05;Karton;;Annahmestelle;;RE West;;1710.0;1.71
2022-05;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;30.0;0.03
2022-05;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2022-05;Glas;Braunglas;Annahmestelle;;Sammelstellen;;47740.0;47.74
2022-05;Kehricht;;;;;;1356390.0;1356.39
2022-06;Papier;;Strassensammlung;;;;7460.0;7.46
2022-06;Papier;;Strassensammlung;;;;5830.0;5.83
2022-06;Papier;;Strassensammlung;;;;7360.0;7.36
2022-06;Papier;;Strassensammlung;;;;10010.0;10.01
2022-06;Papier;;Strassensammlung;;;;8240.0;8.24
2022-06;Karton;;Strassensammlung;;;;1130.0;1.13
2022-06;Papier;;Strassensammlung;;;;8390.0;8.39
2022-06;Papier;;Strassensammlung;;;;8330.0;8.33
2022-06;Karton;;Strassensammlung;;;;5770.0;5.77
2022-06;Karton;;Annahmestelle;;RE Ost;;4500.0;4.5
2022-06;Papier;;Annahmestelle;;RE Ost;;11080.0;11.08
2022-06;Karton;;Annahmestelle;;RE Ost;;3890.0;3.89
2022-06;Karton;;Annahmestelle;;RE Ost;;4800.0;4.8
2022-06;Karton;;Annahmestelle;;RE Ost;;4740.0;4.74
2022-06;Karton;;Annahmestelle;;RE West;;1420.0;1.42
2022-06;Papier;;Annahmestelle;;RE West;;3460.0;3.46
2022-06;Karton;;Annahmestelle;;RE West;;1910.0;1.91
2022-06;Karton;;Annahmestelle;;RE West;;1480.0;1.48
2022-06;Papier;;Annahmestelle;;RE West;;4150.0;4.15
2022-06;Karton;;Annahmestelle;;RE West;;4250.0;4.25
2022-06;Karton;;Annahmestelle;;RE West;;1070.0;1.07
2022-06;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2022-06;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2022-06;Glas;Braunglas;Annahmestelle;;Sammelstellen;;34870.0;34.87
2022-04;Altöl;;Annahmestelle;;Sammelstellen;;860.0;0.86
2022-07;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;3760.0;3.76
2022-07;Papier;;Strassensammlung;;;;3140.0;3.14
2022-07;Karton;;Strassensammlung;;;;1990.0;1.99
2022-07;Karton;;Strassensammlung;;;;4570.0;4.57
2022-07;Papier;;Strassensammlung;;;;4960.0;4.96
2022-07;Karton;;Strassensammlung;;;;3410.0;3.41
2022-07;Papier;;Strassensammlung;;;;3510.0;3.51
2022-07;Karton;;Annahmestelle;;RE Ost;;4150.0;4.15
2022-07;Karton;;Annahmestelle;;RE Ost;;4200.0;4.2
2022-07;Papier;;Annahmestelle;;RE West;;4890.0;4.89
2022-08;Papier;;Strassensammlung;;;;7180.0;7.18
2022-08;Karton;;Strassensammlung;;;;3220.0;3.22
2022-08;Karton;;Strassensammlung;;;;4950.0;4.95
2022-08;Papier;;Strassensammlung;;;;7050.0;7.05
2022-08;Karton;;Strassensammlung;;;;1500.0;1.5
2022-08;Papier;;Strassensammlung;;;;7390.0;7.39
2022-08;Karton;;Strassensammlung;;;;3630.0;3.63
2022-08;Papier;;Strassensammlung;;;;7220.0;7.22
2022-08;Karton;;Annahmestelle;;RE Ost;;2880.0;2.88
2022-08;Papier;;Annahmestelle;;RE Ost;;11360.0;11.36
2022-08;Karton;;Annahmestelle;;RE Ost;;3830.0;3.83
2022-08;Karton;;Annahmestelle;;RE Ost;;2540.0;2.54
2022-08;Karton;;Annahmestelle;;RE Ost;;1840.0;1.84
2022-08;Karton;;Annahmestelle;;RE Ost;;2960.0;2.96
2022-08;Karton;;Annahmestelle;;RE West;;2460.0;2.46
2022-08;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;287.0;0.287
2022-08;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2022-08;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;21.0;0.021
2022-09;Kehricht;;;;;;1264650.0;1264.65
2022-09;Glas;Grünglas;Annahmestelle;;Sammelstellen;;77400.0;77.4
2022-09;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;404.0;0.404
2022-09;Karton;;Strassensammlung;;;;2320.0;2.32
2022-09;Karton;;Strassensammlung;;;;4720.0;4.72
2022-09;Papier;;Strassensammlung;;;;4320.0;4.32
2022-09;Karton;;Annahmestelle;;RE Ost;;3770.0;3.77
2022-09;Karton;;Annahmestelle;;RE Ost;;4640.0;4.64
2022-09;Karton;;Annahmestelle;;RE West;;3570.0;3.57
2022-09;Altmetall;;Strassensammlung;;;;390.0;0.39
2022-09;Altmetall;;Strassensammlung;;;;1360.0;1.36
2022-09;Altmetall;;Strassensammlung;;;;1430.0;1.43
2022-09;Altmetall;;Strassensammlung;;;;70.0;0.07
2022-09;Altmetall;;Strassensammlung;;;;1120.0;1.12
2022-09;Altmetall;;Strassensammlung;;;;700.0;0.7
2022-10;Grüngut;;Strassensammlung;;;;194290.0;194.29
2022-10;Glas;Weissglas;Annahmestelle;;Sammelstellen;;75750.0;75.75
2022-10;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;300.0;0.3
2022-10;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2022-10;Karton;;Strassensammlung;;;;4090.0;4.09
2022-10;Karton;;Strassensammlung;;;;3520.0;3.52
2022-10;Karton;;Strassensammlung;;;;3490.0;3.49
2022-10;Papier;;Strassensammlung;;;;8070.0;8.07
2022-10;Karton;;Strassensammlung;;;;4080.0;4.08
2022-10;Karton;;Strassensammlung;;;;5380.0;5.38
2022-10;Papier;;Strassensammlung;;;;6630.0;6.63
2022-10;Karton;;Annahmestelle;;RE Ost;;4150.0;4.15
2022-10;Karton;;Annahmestelle;;RE Ost;;4200.0;4.2
2022-10;Papier;;Annahmestelle;;RE West;;7360.0;7.36
2022-10;Karton;;Annahmestelle;;RE West;;3420.0;3.42
2022-10;Papier;;Annahmestelle;;RE West;;8800.0;8.8
2022-09;Altöl;;Annahmestelle;;Sammelstellen;;1247.0;1.247
2022-11;Grüngut;;Strassensammlung;;;;204170.0;204.17
2022-11;Glas;Braunglas;Annahmestelle;;Sammelstellen;;39310.0;39.31
2022-11;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;230.0;0.23
2022-11;Papier;;Strassensammlung;;;;8890.0;8.89
2022-11;Papier;;Strassensammlung;;;;8670.0;8.67
2022-11;Karton;;Strassensammlung;;;;1450.0;1.45
2022-11;Papier;;Strassensammlung;;;;9720.0;9.72
2022-11;Papier;;Strassensammlung;;;;9160.0;9.16
2022-11;Papier;;Strassensammlung;;;;9590.0;9.59
2022-11;Karton;;Strassensammlung;;;;3340.0;3.34
2022-11;Papier;;Strassensammlung;;;;7360.0;7.36
2022-11;Karton;;Strassensammlung;;;;2860.0;2.86
2022-11;Papier;;Annahmestelle;;RE Ost;;10370.0;10.37
2022-11;Papier;;Annahmestelle;;RE Ost;;12220.0;12.22
2022-11;Karton;;Annahmestelle;;RE Ost;;4170.0;4.17
2022-11;Karton;;Annahmestelle;;RE West;;3610.0;3.61
2022-11;Karton;;Annahmestelle;;RE West;;4030.0;4.03
2022-11;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;498.0;0.498
2022-11;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;35.0;0.035
2022-12;Grüngut;;Strassensammlung;;;;141510.0;141.51
2022-12;Dosen;;Annahmestelle;;Sammelstellen;;16060.0;16.06
2022-12;Papier;;Strassensammlung;;;;8470.0;8.47
2022-12;Papier;;Strassensammlung;;;;6650.0;6.65
2022-12;Papier;;Strassensammlung;;;;8720.0;8.72
2022-12;Karton;;Strassensammlung;;;;5630.0;5.63
2022-12;Karton;;Annahmestelle;;RE Ost;;3940.0;3.94
2022-12;Karton;;Annahmestelle;;RE Ost;;4060.0;4.06
2022-12;Karton;;Annahmestelle;;RE Ost;;3370.0;3.37
2022-12;Karton;;Annahmestelle;;RE Ost;;2690.0;2.69
2022-09;Altmetall;;Annahmestelle;;RE West;;6509.0;6.509
2022-12;Altmetall;;Annahmestelle;;RE West;;6194.0;6.194
2023-01;Glas;Braunglas;Annahmestelle;;Sammelstellen;;34850.0;34.85
2023-01;Karton;;Strassensammlung;;;;4110.0;4.11
2023-01;Karton;;Strassensammlung;;;;3010.0;3.01
2023-01;Karton;;Strassensammlung;;;;1500.0;1.5
2023-01;Karton;;Strassensammlung;;;;4250.0;4.25
2023-01;Karton;;Annahmestelle;;RE Ost;;2370.0;2.37
2023-01;Karton;;Annahmestelle;;RE Ost;;3670.0;3.67
2023-01;Karton;;Annahmestelle;;RE Ost;;3180.0;3.18
2023-01;Karton;;Annahmestelle;;RE Ost;;3280.0;3.28
2023-01;Karton;;Annahmestelle;;RE Ost;;3490.0;3.49
2023-01;Karton;;Annahmestelle;;RE Ost;;2690.0;2.69
2023-01;Karton;;Annahmestelle;;RE West;;3090.0;3.09
2023-01;Karton;;Annahmestelle;;RE West;;4400.0;4.4
2023-01;Papier;;Annahmestelle;;RE West;;6710.0;6.71
2023-02;Kehricht;;;;;;1164190.0;1164.19
2023-02;Papier;;Strassensammlung;;;;5210.0;5.21
2023-02;Karton;;Strassensammlung;;;;3900.0;3.9
2023-02;Papier;;Strassensammlung;;;;5830.0;5.83
2023-02;Karton;;Strassensammlung;;;;1400.0;1.4
2023-02;Papier;;Strassensammlung;;;;10520.0;10.52
2023-02;Papier;;Strassensammlung;;;;6190.0;6.19
2023-02;Papier;;Strassensammlung;;;;6460.0;6.46
2023-02;Papier;;Strassensammlung;;;;6060.0;6.06
2023-02;Papier;;Strassensammlung;;;;6630.0;6.63
2023-02;Papier;;Strassensammlung;;;;7340.0;7.34
2023-02;Papier;;Annahmestelle;;RE Ost;;11890.0;11.89
2023-02;Karton;;Annahmestelle;;RE Ost;;2680.0;2.68
2023-02;Karton;;Annahmestelle;;RE Ost;;4140.0;4.14
2023-02;Papier;;Annahmestelle;;RE Ost;;9850.0;9.85
2023-02;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2023-02;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2020-02;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;45.0;0.045
2020-06;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2020-12;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2021-01;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-05;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
2021-06;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-11;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;55.0;0.055
2015-01;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-03;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2015-06;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-01;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;30.0;0.03
2016-03;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2016-04;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2017-01;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2017-11;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;27.0;0.027
2018-01;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-06;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-07;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-10;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;23.0;0.023
2018-12;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-02;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-03;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2020-06;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2020-08;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-04;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2021-05;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2021-08;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2015-04;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2016-05;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2016-07;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-09;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;26.0;0.026
2017-07;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2018-01;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-04;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-07;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-08;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-04;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-07;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2020-10;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2015-06;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-02;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2016-06;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;32.0;0.032
2016-09;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
2017-05;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;59.0;0.059
2017-06;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2017-09;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
2018-04;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
2018-09;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-11;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2018-12;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-12;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2020-06;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2020-11;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2021-01;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2021-03;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2021-04;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2015-07;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;35.0;0.035
2015-09;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2015-12;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;30.0;0.03
2016-01;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
2016-04;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
