Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
2016-07;Karton;;Strassensammlung;B;;;5840.0;5.84
2016-07;Papier;;Strassensammlung;E;;;22710.0;22.71
2016-08;Papier;;Strassensammlung;F;;;13310.0;13.31
2016-08;Karton;;Strassensammlung;F;;;8630.0;8.63
2016-08;Karton;;Strassensammlung;H;;;3180.0;3.18
2016-08;Karton;;Strassensammlung;D;;;4510.0;4.51
2016-09;Papier;;Strassensammlung;G;;;6630.0;6.63
2016-09;Papier;;Strassensammlung;C;;;7450.0;7.45
2016-09;Karton;;Strassensammlung;L;;;16540.0;16.54
2016-09;Papier;;Strassensammlung;I;;;8020.0;8.02
2016-09;Papier;;Strassensammlung;A;;;8480.0;8.48
2016-09;Papier;;Strassensammlung;F;;;14030.0;14.03
2016-09;Papier;;Strassensammlung;B;;;10380.0;10.38
2016-10;Karton;;Strassensammlung;D;;;3280.0;3.28
2016-11;Papier;;Strassensammlung;L;;;17970.0;17.97
2016-11;Papier;;Strassensammlung;H;;;8620.0;8.62
2016-11;Karton;;Strassensammlung;D;;;4460.0;4.46
2016-11;Papier;;Strassensammlung;L;;;23610.0;23.61
2016-12;Papier;;Strassensammlung;D;;;19940.0;19.94
2016-12;Papier;;Strassensammlung;F;;;13090.0;13.09
2016-12;Papier;;Strassensammlung;D;;;7690.0;7.69
2017-01;Karton;;Strassensammlung;H;;;3140.0;3.14
2017-01;Karton;;Strassensammlung;K;;;3840.0;3.84
2017-01;Papier;;Strassensammlung;L;;;24550.0;24.55
2017-02;Karton;;Strassensammlung;L;;;15220.0;15.22
2017-02;Karton;;Strassensammlung;I;;;4910.0;4.91
2017-02;Karton;;Strassensammlung;A;;;4190.0;4.19
2017-02;Papier;;Strassensammlung;A;;;13960.0;13.96
2017-03;Papier;;Strassensammlung;E;;;14850.0;14.85
2017-03;Papier;;Strassensammlung;C;;;6780.0;6.78
2017-03;Papier;;Strassensammlung;I;;;6490.0;6.49
2017-03;Papier;;Strassensammlung;A;;;6930.0;6.93
2017-03;Papier;;Strassensammlung;H;;;8580.0;8.58
2017-03;Karton;;Strassensammlung;D;;;4250.0;4.25
2017-04;Papier;;Strassensammlung;H;;;15900.0;15.9
2017-04;Papier;;Strassensammlung;K;;;6130.0;6.13
2017-05;Karton;;Strassensammlung;L;;;15130.0;15.13
2017-05;Papier;;Strassensammlung;F;;;24200.0;24.2
2017-05;Papier;;Strassensammlung;E;;;15050.0;15.05
2017-06;Papier;;Strassensammlung;D;;;6620.0;6.62
2017-06;Papier;;Strassensammlung;B;;;11150.0;11.15
2017-06;Karton;;Strassensammlung;A;;;3240.0;3.24
2017-06;Karton;;Strassensammlung;B;;;6150.0;6.15
2017-06;Papier;;Strassensammlung;E;;;28860.0;28.86
2017-06;Papier;;Strassensammlung;G;;;11050.0;11.05
2017-07;Papier;;Strassensammlung;H;;;14810.0;14.81
2017-07;Papier;;Strassensammlung;D;;;15780.0;15.78
2017-07;Papier;;Strassensammlung;L;;;15250.0;15.25
2017-07;Papier;;Strassensammlung;I;;;6990.0;6.99
2017-07;Papier;;Strassensammlung;H;;;5800.0;5.8
2017-07;Karton;;Strassensammlung;A;;;3120.0;3.12
2017-08;Karton;;Strassensammlung;H;;;2270.0;2.27
2017-08;Karton;;Strassensammlung;D;;;2670.0;2.67
2017-08;Papier;;Strassensammlung;C;;;9230.0;9.23
2017-08;Papier;;Strassensammlung;D;;;7940.0;7.94
2017-09;Karton;;Strassensammlung;G;;;3920.0;3.92
2017-09;Papier;;Strassensammlung;L;;;24220.0;24.22
2017-09;Karton;;Strassensammlung;B;;;6450.0;6.45
2017-09;Papier;;Strassensammlung;A;;;14550.0;14.55
2017-09;Papier;;Strassensammlung;B;;;19910.0;19.91
2017-10;Papier;;Strassensammlung;C;;;6580.0;6.58
2017-10;Papier;;Strassensammlung;D;;;7630.0;7.63
2017-10;Papier;;Strassensammlung;K;;;7890.0;7.89
2017-10;Karton;;Strassensammlung;F;;;7260.0;7.26
2017-10;Karton;;Strassensammlung;H;;;3260.0;3.26
2017-10;Karton;;Strassensammlung;D;;;4190.0;4.19
2017-10;Karton;;Strassensammlung;K;;;3690.0;3.69
2017-10;Karton;;Strassensammlung;B;;;6380.0;6.38
2017-11;Papier;;Strassensammlung;A;;;15110.0;15.11
2017-11;Papier;;Strassensammlung;F;;;25640.0;25.64
2017-11;Papier;;Strassensammlung;C;;;7320.0;7.32
2017-11;Papier;;Strassensammlung;A;;;7470.0;7.47
2017-11;Papier;;Strassensammlung;F;;;13710.0;13.71
2017-12;Karton;;Strassensammlung;D;;;4220.0;4.22
2017-12;Karton;;Strassensammlung;K;;;3620.0;3.62
2017-12;Papier;;Strassensammlung;I;;;14980.0;14.98
2017-12;Papier;;Strassensammlung;C;;;4920.0;4.92
2017-12;Papier;;Strassensammlung;L;;;15860.0;15.86
2018-01;Papier;;Strassensammlung;F;;;5560.0;5.56
2018-01;Papier;;Strassensammlung;B;;;5960.0;5.96
2018-01;Karton;;Strassensammlung;G;;;4060.0;4.06
2018-01;Karton;;Strassensammlung;F;;;9010.0;9.01
2018-01;Papier;;Strassensammlung;E;;;30210.0;30.21
2018-01;Papier;;Strassensammlung;G;;;10630.0;10.63
2018-01;Papier;;Strassensammlung;H;;;14600.0;14.6
2018-02;Papier;;Strassensammlung;C;;;6000.0;6.0
2018-02;Papier;;Strassensammlung;H;;;5680.0;5.68
2018-02;Papier;;Strassensammlung;B;;;7000.0;7.0
2018-03;Papier;;Strassensammlung;E;;;28470.0;28.47
2018-03;Papier;;Strassensammlung;G;;;10940.0;10.94
2018-03;Papier;;Strassensammlung;G;;;4220.0;4.22
2018-04;Karton;;Strassensammlung;L;;;13150.0;13.15
2018-04;Papier;;Strassensammlung;B;;;17670.0;17.67
2018-05;Papier;;Strassensammlung;A;;;7210.0;7.21
2018-05;Papier;;Strassensammlung;L;;;15730.0;15.73
2018-05;Karton;;Strassensammlung;B;;;7070.0;7.07
2018-05;Karton;;Strassensammlung;L;;;12900.0;12.9
2018-06;Papier;;Strassensammlung;F;;;19410.0;19.41
2018-06;Papier;;Strassensammlung;I;;;5020.0;5.02
2018-06;Karton;;Strassensammlung;C;;;4040.0;4.04
2018-06;Karton;;Strassensammlung;L;;;12260.0;12.26
2018-07;Karton;;Strassensammlung;K;;;3610.0;3.61
2018-07;Papier;;Strassensammlung;C;;;11440.0;11.44
2018-07;Papier;;Strassensammlung;I;;;11900.0;11.9
2018-07;Papier;;Strassensammlung;A;;;11190.0;11.19
2018-07;Karton;;Strassensammlung;L;;;11520.0;11.52
2018-08;Papier;;Strassensammlung;D;;;3580.0;3.58
2018-08;Papier;;Strassensammlung;B;;;4140.0;4.14
2018-08;Papier;;Strassensammlung;L;;;12960.0;12.96
2018-08;Papier;;Strassensammlung;E;;;22100.0;22.1
2018-08;Papier;;Strassensammlung;A;;;10440.0;10.44
2018-08;Papier;;Strassensammlung;B;;;15400.0;15.4
2018-09;Papier;;Strassensammlung;B;;;7930.0;7.93
2018-09;Karton;;Strassensammlung;E;;;9240.0;9.24
2018-09;Karton;;Strassensammlung;G;;;4840.0;4.84
2018-09;Karton;;Strassensammlung;B;;;6730.0;6.73
2018-10;Papier;;Strassensammlung;K;;;12990.0;12.99
2018-10;Papier;;Strassensammlung;E;;;15570.0;15.57
2018-10;Papier;;Strassensammlung;I;;;6220.0;6.22
2018-11;Karton;;Strassensammlung;A;;;3170.0;3.17
2018-11;Papier;;Strassensammlung;A;;;14130.0;14.13
2018-11;Papier;;Strassensammlung;B;;;16670.0;16.67
2018-11;Papier;;Strassensammlung;G;;;4250.0;4.25
2018-12;Karton;;Strassensammlung;H;;;3110.0;3.11
2018-12;Karton;;Strassensammlung;B;;;7070.0;7.07
2018-12;Papier;;Strassensammlung;C;;;7680.0;7.68
2019-01;Papier;;Strassensammlung;H;;;8230.0;8.23
2019-01;Papier;;Strassensammlung;K;;;9670.0;9.67
2019-01;Papier;;Strassensammlung;D;;;8790.0;8.79
2019-01;Karton;;Strassensammlung;G;;;4050.0;4.05
2019-02;Karton;;Strassensammlung;L;;;13530.0;13.53
2019-02;Papier;;Strassensammlung;I;;;6130.0;6.13
2019-02;Papier;;Strassensammlung;A;;;5590.0;5.59
2019-02;Papier;;Strassensammlung;F;;;10910.0;10.91
2019-03;Karton;;Strassensammlung;A;;;3970.0;3.97
2019-03;Karton;;Strassensammlung;K;;;3200.0;3.2
2019-04;Papier;;Strassensammlung;G;;;5560.0;5.56
2019-04;Papier;;Strassensammlung;D;;;7340.0;7.34
2019-04;Papier;;Strassensammlung;L;;;15280.0;15.28
2019-04;Karton;;Strassensammlung;H;;;3030.0;3.03
2019-04;Karton;;Strassensammlung;B;;;7420.0;7.42
2019-05;Papier;;Strassensammlung;B;;;13300.0;13.3
2019-05;Papier;;Strassensammlung;E;;;13910.0;13.91
2019-05;Papier;;Strassensammlung;I;;;5830.0;5.83
2019-05;Karton;;Strassensammlung;G;;;5140.0;5.14
2019-05;Karton;;Strassensammlung;L;;;12940.0;12.94
2019-05;Karton;;Strassensammlung;I;;;3960.0;3.96
2019-06;Karton;;Strassensammlung;F;;;7180.0;7.18
2019-06;Karton;;Strassensammlung;D;;;3890.0;3.89
2019-06;Papier;;Strassensammlung;G;;;7290.0;7.29
2019-06;Papier;;Strassensammlung;L;;;13530.0;13.53
2019-06;Papier;;Strassensammlung;A;;;9760.0;9.76
2019-06;Papier;;Strassensammlung;F;;;20320.0;20.32
2019-06;Papier;;Strassensammlung;H;;;11560.0;11.56
2019-06;Papier;;Strassensammlung;E;;;12280.0;12.28
2019-06;Papier;;Strassensammlung;G;;;5880.0;5.88
2019-07;Papier;;Strassensammlung;K;;;6480.0;6.48
2019-07;Karton;;Strassensammlung;E;;;9080.0;9.08
2019-07;Karton;;Strassensammlung;G;;;4530.0;4.53
2019-07;Karton;;Strassensammlung;I;;;4290.0;4.29
2019-07;Karton;;Strassensammlung;A;;;3390.0;3.39
2019-07;Papier;;Strassensammlung;E;;;19360.0;19.36
2019-07;Karton;;Strassensammlung;L;;;10550.0;10.55
2019-07;Papier;;Strassensammlung;A;;;7050.0;7.05
2019-07;Papier;;Strassensammlung;H;;;8100.0;8.1
2019-08;Papier;;Strassensammlung;G;;;3130.0;3.13
2019-08;Papier;;Strassensammlung;C;;;4260.0;4.26
2019-08;Papier;;Strassensammlung;I;;;4090.0;4.09
2019-08;Papier;;Strassensammlung;D;;;5840.0;5.84
2019-08;Papier;;Strassensammlung;K;;;6210.0;6.21
2019-08;Karton;;Strassensammlung;L;;;12210.0;12.21
2019-08;Karton;;Strassensammlung;K;;;3500.0;3.5
2019-09;Papier;;Strassensammlung;A;;;9080.0;9.08
2019-09;Papier;;Strassensammlung;E;;;13860.0;13.86
2019-09;Papier;;Strassensammlung;F;;;11750.0;11.75
2019-09;Papier;;Strassensammlung;B;;;8030.0;8.03
2019-10;Karton;;Strassensammlung;G;;;4410.0;4.41
2019-10;Karton;;Strassensammlung;A;;;3030.0;3.03
2019-10;Karton;;Strassensammlung;H;;;2940.0;2.94
2019-10;Karton;;Strassensammlung;B;;;6160.0;6.16
2019-10;Papier;;Strassensammlung;G;;;6140.0;6.14
2019-11;Papier;;Strassensammlung;B;;;6610.0;6.61
2019-11;Karton;;Strassensammlung;G;;;5060.0;5.06
2019-11;Karton;;Strassensammlung;I;;;4920.0;4.92
2019-11;Papier;;Strassensammlung;C;;;11320.0;11.32
2019-12;Papier;;Strassensammlung;G;;;4720.0;4.72
2019-12;Papier;;Strassensammlung;H;;;6410.0;6.41
2019-12;Karton;;Strassensammlung;I;;;3610.0;3.61
2020-01;Karton;;Strassensammlung;D;;;2970.0;2.97
2020-01;Papier;;Strassensammlung;C;;;9430.0;9.43
2020-01;Papier;;Strassensammlung;A;;;9110.0;9.11
2020-01;Papier;;Strassensammlung;F;;;17120.0;17.12
2020-01;Papier;;Strassensammlung;H;;;9360.0;9.36
2020-01;Papier;;Strassensammlung;K;;;9390.0;9.39
2020-01;Papier;;Strassensammlung;F;;;7830.0;7.83
2020-02;Karton;;Strassensammlung;E;;;11900.0;11.9
2020-02;Karton;;Strassensammlung;A;;;3490.0;3.49
2020-02;Karton;;Strassensammlung;F;;;7980.0;7.98
2020-02;Karton;;Strassensammlung;H;;;3220.0;3.22
2020-02;Papier;;Strassensammlung;I;;;10080.0;10.08
2020-03;Papier;;Strassensammlung;A;;;4470.0;4.47
2020-03;Karton;;Strassensammlung;F;;;8800.0;8.8
2020-03;Papier;;Strassensammlung;E;;;23330.0;23.33
2020-04;Papier;;Strassensammlung;A;;;3640.0;3.64
2020-04;Papier;;Strassensammlung;K;;;4320.0;4.32
2020-04;Karton;;Strassensammlung;C;;;6110.0;6.11
2020-04;Karton;;Strassensammlung;I;;;5170.0;5.17
2020-05;Karton;;Strassensammlung;B;;;8140.0;8.14
2020-05;Papier;;Strassensammlung;F;;;16240.0;16.24
2020-05;Papier;;Strassensammlung;D;;;11170.0;11.17
2020-05;Papier;;Strassensammlung;E;;;10260.0;10.26
2020-05;Karton;;Strassensammlung;L;;;13030.0;13.03
2020-06;Papier;;Strassensammlung;D;;;5950.0;5.95
2020-06;Karton;;Strassensammlung;E;;;12590.0;12.59
2020-06;Papier;;Strassensammlung;C;;;8270.0;8.27
2020-06;Karton;;Strassensammlung;L;;;12710.0;12.71
2020-07;Papier;;Strassensammlung;L West;;;2100.0;2.1
2020-07;Papier;;Strassensammlung;K;;;9110.0;9.11
2020-07;Karton;;Strassensammlung;L Ost;;;2710.0;2.71
2020-07;Karton;;Strassensammlung;K;;;2640.0;2.64
2020-07;Papier;;Strassensammlung;C;;;6800.0;6.8
2020-07;Papier;;Strassensammlung;K;;;7980.0;7.98
2020-07;Papier;;Strassensammlung;B;;;9280.0;9.28
2020-08;Karton;;Strassensammlung;L Ost;;;8060.0;8.06
2020-08;Karton;;Strassensammlung;I;;;3350.0;3.35
2020-08;Karton;;Strassensammlung;F;;;6730.0;6.73
2020-08;Karton;;Strassensammlung;D;;;2420.0;2.42
2020-08;Karton;;Strassensammlung;K;;;3170.0;3.17
2020-08;Papier;;Strassensammlung;L Ost;;;6940.0;6.94
2020-08;Papier;;Strassensammlung;I;;;7680.0;7.68
2020-08;Papier;;Strassensammlung;F;;;15780.0;15.78
2020-09;Karton;;Strassensammlung;L Ost;;;9880.0;9.88
2020-09;Karton;;Strassensammlung;I;;;4130.0;4.13
2020-09;Karton;;Strassensammlung;B;;;5860.0;5.86
2020-09;Papier;;Strassensammlung;C;;;8620.0;8.62
2020-09;Papier;;Strassensammlung;D;;;12180.0;12.18
2020-09;Papier;;Strassensammlung;B;;;13310.0;13.31
2020-09;Karton;;Strassensammlung;C;;;2760.0;2.76
2020-10;Karton;;Strassensammlung;I;;;3750.0;3.75
2020-10;Karton;;Strassensammlung;L West;;;3840.0;3.84
2020-10;Karton;;Strassensammlung;K;;;2430.0;2.43
2020-10;Papier;;Strassensammlung;D;;;11700.0;11.7
2020-10;Karton;;Strassensammlung;G;;;4270.0;4.27
2020-11;Karton;;Strassensammlung;H;;;2870.0;2.87
2020-11;Karton;;Strassensammlung;L West;;;9960.0;9.96
2020-11;Papier;;Strassensammlung;I;;;10470.0;10.47
2020-11;Papier;;Strassensammlung;B;;;13600.0;13.6
2020-11;Karton;;Strassensammlung;E;;;8810.0;8.81
2020-11;Karton;;Strassensammlung;F;;;7780.0;7.78
2020-12;Papier;;Strassensammlung;C;;;8690.0;8.69
2020-12;Papier;;Strassensammlung;H;;;11570.0;11.57
2020-12;Papier;;Strassensammlung;L West;;;15160.0;15.16
2020-12;Karton;;Strassensammlung;L Ost;;;11120.0;11.12
2020-12;Karton;;Strassensammlung;D;;;4720.0;4.72
2020-12;Karton;;Strassensammlung;K;;;4210.0;4.21
2020-12;Karton;;Strassensammlung;B;;;4060.0;4.06
2021-01;Papier;;Strassensammlung;L Ost;;;6430.0;6.43
2021-01;Papier;;Strassensammlung;H;;;8250.0;8.25
2021-01;Papier;;Strassensammlung;D;;;8720.0;8.72
2021-01;Karton;;Strassensammlung;E;;;7630.0;7.63
2021-01;Karton;;Strassensammlung;H;;;3250.0;3.25
2021-01;Karton;;Strassensammlung;L West;;;2480.0;2.48
2021-02;Papier;;Strassensammlung;G;;;6990.0;6.99
2021-02;Papier;;Strassensammlung;L West;;;3040.0;3.04
2021-02;Karton;;Strassensammlung;G;;;4740.0;4.74
2021-02;Karton;;Strassensammlung;H;;;3540.0;3.54
2021-02;Karton;;Strassensammlung;D;;;5350.0;5.35
2021-03;Papier;;Strassensammlung;A;;;8480.0;8.48
2021-03;Karton;;Strassensammlung;E;;;10260.0;10.26
2021-03;Karton;;Strassensammlung;I;;;3920.0;3.92
2021-03;Karton;;Strassensammlung;L West;;;8640.0;8.64
2021-03;Karton;;Strassensammlung;K;;;3090.0;3.09
2021-04;Papier;;Strassensammlung;H;;;7850.0;7.85
2021-04;Karton;;Strassensammlung;E;;;10880.0;10.88
2021-04;Karton;;Strassensammlung;D;;;4030.0;4.03
2021-04;Papier;;Strassensammlung;C;;;7630.0;7.63
2021-05;Papier;;Strassensammlung;L West;;;4800.0;4.8
2021-05;Karton;;Strassensammlung;L Ost;;;10440.0;10.44
2021-05;Karton;;Strassensammlung;A;;;2850.0;2.85
2021-05;Karton;;Strassensammlung;K;;;3020.0;3.02
2021-05;Papier;;Strassensammlung;E;;;20200.0;20.2
2021-05;Papier;;Strassensammlung;C;;;8190.0;8.19
2021-05;Papier;;Strassensammlung;I;;;8900.0;8.9
2021-06;Karton;;Strassensammlung;C;;;3530.0;3.53
2021-06;Karton;;Strassensammlung;A;;;4000.0;4.0
2021-06;Papier;;Strassensammlung;E;;;20160.0;20.16
2021-06;Papier;;Strassensammlung;F;;;16500.0;16.5
2021-07;Papier;;Strassensammlung;B;;;10070.0;10.07
2021-07;Karton;;Strassensammlung;G;;;8030.0;8.03
2021-07;Karton;;Strassensammlung;B;;;5510.0;5.51
2021-07;Papier;;Strassensammlung;D;;;7490.0;7.49
2021-08;Papier;;Strassensammlung;C;;;7240.0;7.24
2021-08;Papier;;Strassensammlung;L West;;;4650.0;4.65
2021-09;Karton;;Strassensammlung;A;;;3480.0;3.48
2021-09;Papier;;Strassensammlung;L Ost;;;7180.0;7.18
2021-09;Papier;;Strassensammlung;F;;;16910.0;16.91
2021-10;Karton;;Strassensammlung;K;;;2220.0;2.22
2021-10;Karton;;Strassensammlung;B;;;5120.0;5.12
2021-10;Papier;;Strassensammlung;F;;;17080.0;17.08
2021-10;Papier;;Strassensammlung;L West;;;14580.0;14.58
2021-10;Papier;;Strassensammlung;B;;;10940.0;10.94
2021-11;Karton;;Strassensammlung;B;;;5900.0;5.9
2021-11;Papier;;Strassensammlung;G;;;8270.0;8.27
2021-11;Papier;;Strassensammlung;C;;;9830.0;9.83
2021-11;Papier;;Strassensammlung;H;;;10960.0;10.96
2021-11;Karton;;Strassensammlung;E;;;9150.0;9.15
2021-11;Karton;;Strassensammlung;C;;;3170.0;3.17
2021-11;Karton;;Strassensammlung;F;;;8090.0;8.09
2021-12;Karton;;Strassensammlung;K;;;3410.0;3.41
2021-12;Papier;;Strassensammlung;H;;;9930.0;9.93
2021-12;Karton;;Strassensammlung;L West;;;9840.0;9.84
2015-07;Karton;;Annahmestelle;;RE West;;16050.0;16.05
2015-08;Karton;;Annahmestelle;;RE West;;7800.0;7.8
2015-10;Papier;;Annahmestelle;;RE West;;35460.0;35.46
2016-01;Karton;;Annahmestelle;;RE West;;13750.0;13.75
2016-06;Papier;;Annahmestelle;;RE West;;35530.0;35.53
2016-11;Papier;;Annahmestelle;;RE West;;25720.0;25.72
2017-02;Karton;;Annahmestelle;;RE West;;10290.0;10.29
2017-06;Papier;;Annahmestelle;;RE West;;4770.0;4.77
2017-07;Karton;;Annahmestelle;;RE West;;6450.0;6.45
2017-08;Papier;;Annahmestelle;;RE West;;6980.0;6.98
2018-08;Papier;;Annahmestelle;;RE West;;16590.0;16.59
2018-10;Papier;;Annahmestelle;;RE West;;18370.0;18.37
2018-12;Karton;;Annahmestelle;;RE West;;7400.0;7.4
2019-02;Papier;;Annahmestelle;;RE West;;16040.0;16.04
2019-04;Papier;;Annahmestelle;;RE West;;17070.0;17.07
2019-08;Papier;;Annahmestelle;;RE West;;17750.0;17.75
2020-01;Papier;;Annahmestelle;;RE West;;31690.0;31.69
2020-02;Papier;;Annahmestelle;;RE West;;32110.0;32.11
2020-09;Papier;;Annahmestelle;;RE West;;43480.0;43.48
2020-11;Karton;;Annahmestelle;;RE West;;27490.0;27.49
2021-02;Karton;;Annahmestelle;;RE West;;30690.0;30.69
2021-08;Papier;;Annahmestelle;;RE West;;34420.0;34.42
2021-08;Karton;;Annahmestelle;;RE West;;27860.0;27.86
2021-10;Papier;;Annahmestelle;;RE West;;33620.0;33.62
2015-01;Papier;;Annahmestelle;;RE Ost;;25450.0;25.45
2015-02;Papier;;Annahmestelle;;RE Ost;;13260.0;13.26
2015-05;Papier;;Annahmestelle;;RE Ost;;28150.0;28.15
2015-08;Karton;;Annahmestelle;;RE Ost;;3830.0;3.83
2015-10;Papier;;Annahmestelle;;RE Ost;;30050.0;30.05
2016-01;Karton;;Annahmestelle;;RE Ost;;7470.0;7.47
2016-03;Papier;;Annahmestelle;;RE Ost;;0.0;0.0
2016-04;Papier;;Annahmestelle;;RE Ost;;26790.0;26.79
2016-06;Karton;;Annahmestelle;;RE Ost;;13980.0;13.98
2016-08;Papier;;Annahmestelle;;RE Ost;;39530.0;39.53
2016-12;Papier;;Annahmestelle;;RE Ost;;33880.0;33.88
2017-03;Karton;;Annahmestelle;;RE Ost;;11800.0;11.8
2017-04;Papier;;Annahmestelle;;RE Ost;;24860.0;24.86
2018-01;Papier;;Annahmestelle;;RE Ost;;45210.0;45.21
2018-05;Karton;;Annahmestelle;;RE Ost;;11420.0;11.42
2018-08;Karton;;Annahmestelle;;RE Ost;;8230.0;8.23
2018-09;Karton;;Annahmestelle;;RE Ost;;11880.0;11.88
2019-01;Papier;;Annahmestelle;;RE Ost;;48900.0;48.9
2019-04;Papier;;Annahmestelle;;RE Ost;;60340.0;60.34
2019-04;Karton;;Annahmestelle;;RE Ost;;11150.0;11.15
2019-10;Papier;;Annahmestelle;;RE Ost;;34470.0;34.47
2019-11;Karton;;Annahmestelle;;RE Ost;;16790.0;16.79
2020-05;Karton;;Annahmestelle;;RE Ost;;50960.0;50.96
2020-06;Karton;;Annahmestelle;;RE Ost;;58570.0;58.57
2020-09;Papier;;Annahmestelle;;RE Ost;;51090.0;51.09
2020-10;Papier;;Annahmestelle;;RE Ost;;61370.0;61.37
2021-04;Karton;;Annahmestelle;;RE Ost;;47460.0;47.46
2021-06;Karton;;Annahmestelle;;RE Ost;;55010.0;55.01
2021-11;Papier;;Annahmestelle;;RE Ost;;51810.0;51.81
2015-01;Glas;;Annahmestelle;;Sammelstellen;;234640.0;234.64
2016-03;Glas;;Annahmestelle;;Sammelstellen;;202420.0;202.42
2016-07;Glas;;Annahmestelle;;Sammelstellen;;206780.0;206.78
2016-11;Glas;;Annahmestelle;;Sammelstellen;;188860.0;188.86
2017-06;Glas;;Annahmestelle;;Sammelstellen;;193190.0;193.19
2017-08;Glas;;Annahmestelle;;Sammelstellen;;178920.0;178.92
2017-10;Glas;;Annahmestelle;;Sammelstellen;;220300.0;220.3
2017-12;Glas;;Annahmestelle;;Sammelstellen;;219660.0;219.66
2018-04;Glas;;Annahmestelle;;Sammelstellen;;218650.0;218.65
2018-09;Glas;;Annahmestelle;;Sammelstellen;;172130.0;172.13
2019-01;Glas;;Annahmestelle;;Sammelstellen;;217920.0;217.92
2019-05;Glas;;Annahmestelle;;Sammelstellen;;196610.0;196.61
2020-05;Glas;;Annahmestelle;;Sammelstellen;;239890.0;239.89
2020-06;Glas;;Annahmestelle;;Sammelstellen;;242230.0;242.23
2020-10;Glas;;Annahmestelle;;Sammelstellen;;209830.0;209.83
2020-12;Glas;;Annahmestelle;;Sammelstellen;;250510.0;250.51
2021-08;Glas;;Annahmestelle;;Sammelstellen;;213150.0;213.15
2021-10;Glas;;Annahmestelle;;Sammelstellen;;199820.0;199.82
2015-01;Dosen;;Annahmestelle;;Sammelstellen;;15200.0;15.2
2015-05;Dosen;;Annahmestelle;;Sammelstellen;;14940.0;14.94
2015-09;Dosen;;Annahmestelle;;Sammelstellen;;13700.0;13.7
2015-11;Dosen;;Annahmestelle;;Sammelstellen;;12880.0;12.88
2015-12;Dosen;;Annahmestelle;;Sammelstellen;;16400.0;16.4
2016-04;Dosen;;Annahmestelle;;Sammelstellen;;14960.0;14.96
2017-07;Dosen;;Annahmestelle;;Sammelstellen;;13590.0;13.59
2017-10;Dosen;;Annahmestelle;;Sammelstellen;;17130.0;17.13
2018-01;Dosen;;Annahmestelle;;Sammelstellen;;16010.000000000002;16.01
2018-03;Dosen;;Annahmestelle;;Sammelstellen;;15770.0;15.77
2018-04;Dosen;;Annahmestelle;;Sammelstellen;;14100.0;14.1
2019-03;Dosen;;Annahmestelle;;Sammelstellen;;15750.0;15.75
2019-07;Dosen;;Annahmestelle;;Sammelstellen;;15000.0;15.0
2019-09;Dosen;;Annahmestelle;;Sammelstellen;;13120.0;13.12
2019-10;Dosen;;Annahmestelle;;Sammelstellen;;18000.0;18.0
2019-11;Dosen;;Annahmestelle;;Sammelstellen;;15120.0;15.12
2019-12;Dosen;;Annahmestelle;;Sammelstellen;;17580.0;17.58
2020-02;Dosen;;Annahmestelle;;Sammelstellen;;15500.0;15.5
2020-04;Dosen;;Annahmestelle;;Sammelstellen;;18340.0;18.34
2020-09;Dosen;;Annahmestelle;;Sammelstellen;;18060.0;18.06
2021-01;Dosen;;Annahmestelle;;Sammelstellen;;15860.0;15.86
2021-05;Dosen;;Annahmestelle;;Sammelstellen;;17350.0;17.35
2021-10;Dosen;;Annahmestelle;;Sammelstellen;;13000.0;13.0
2021-11;Dosen;;Annahmestelle;;Sammelstellen;;17040.0;17.04
2015-01;Altmetall;;Annahmestelle;;Sammelstellen;;5850.0;5.85
2015-06;Altmetall;;Annahmestelle;;Sammelstellen;;10140.0;10.14
2015-07;Altmetall;;Annahmestelle;;Sammelstellen;;5940.0;5.94
2016-04;Altmetall;;Annahmestelle;;Sammelstellen;;10830.0;10.83
2016-07;Altmetall;;Annahmestelle;;Sammelstellen;;9890.0;9.89
2016-09;Altmetall;;Strassensammlung;;;;41400.0;41.4
2017-01;Altmetall;;Annahmestelle;;Sammelstellen;;7270.0;7.27
2017-03;Altmetall;;Annahmestelle;;Sammelstellen;;12420.0;12.42
2018-01;Altmetall;;Annahmestelle;;Sammelstellen;;14880.0;14.88
2018-02;Altmetall;;Annahmestelle;;Sammelstellen;;6550.0;6.55
2018-03;Altmetall;;Annahmestelle;;Sammelstellen;;8550.0;8.55
2018-06;Altmetall;;Annahmestelle;;Sammelstellen;;6240.0;6.24
2018-07;Altmetall;;Annahmestelle;;Sammelstellen;;6390.0;6.39
2018-08;Altmetall;;Annahmestelle;;Sammelstellen;;6320.0;6.32
2019-03;Altmetall;;Annahmestelle;;Sammelstellen;;12380.0;12.38
2019-06;Altmetall;;Annahmestelle;;Sammelstellen;;12790.0;12.79
2019-11;Altmetall;;Annahmestelle;;Sammelstellen;;6970.0;6.97
2020-01;Altmetall;;Annahmestelle;;Sammelstellen;;9480.0;9.48
2020-02;Altmetall;;Annahmestelle;;Sammelstellen;;5270.0;5.27
2020-04;Altmetall;;Strassensammlung;;;;59080.0;59.08
2020-09;Altmetall;;Strassensammlung;;;;34920.0;34.92
2021-04;Altmetall;;Strassensammlung;;;;57430.0;57.43
